Comentário;Sentimento
Trabalho 100% presencial e salário defasado.;negativo
A PicPay paga bons salarios, o ambiente costuma ser saudável.;positivo
Demora em atualizar os benefícios que recebemos de acordo com a inflação.;negativo
É uma empresa jovem, com lideranças presentes e dispostas;positivo
Faz parte do grupo JBS e está perdendo a sua essência para virar uma JBS mini. Não tem abertura para diálogos, falam de segurança psicológica mas quando você fala o que está sentindo, te mandam embora por ser uma pessoa detratora da cultura enraizada que tá vindo do grupo. Ou você aceita a nova cultura ou é demitido.;negativo
Salários bons, se você é resiliente, aprende muito no meio do caos;positivo
Empresa de dono, pensamento nanico. Zero autonomia para a diretoria e vice presidência. Cultura fraca. Pensamento de “firma”. Zero home office ZERO diversidade na liderança (inclusive de mulheres);negativo
Boa equipe Bom salário Benefícios;positivo
Sem nenhum plano de carreira;negativo
Cultura bem explicada, bons benefícios, flexibilidade de horário, biblioteca de dados organizada, governança forte, boas ferramentas de trabalho, colegas de tribo disponíveis para ajudar.;positivo
"Grande maioria dos gestores, não todos, não sabem orientar, auxiliar, avaliar desempenho dos liderados, alguns estão ali para terem seu ego inflado e não sabem o que assédio moral. Gestores com atitudes passivas de gestão, pouco participativos, alguns só lembram do funcionário quando tem avaliação trimestral, ou alguma entrega importante. Equipe de dados tem baixa diversidade, na última leva de contratação, foram 80% de homens brancos contratados, e um dos gestores ainda disse ""nossa que grupo diverso"". Nos últimos meses poucas pessoas negras ficaram na empresa, falta de acolhimento e inclusão, existe também um tratamento diferenciado para com colaboradores homens e mulheres, isso escutei de outras equipes, também preferem contratar de fora um profissional do que treinar os que já estão na empresa, e algumas pessoas só são reconhecidas quando pedem demissão. PLR baixo, reconhecimento baixíssimo, caju sem aumento a 3 anos e frágil intensão de escutar e ajudar os colaboradores. No geral problema com a gestão.";negativo
Empresa que muda constantemente, te faz aprender e te da voz e abertura;positivo
A cultura está morrendo na mesma medida que a empresa está crescendo.;negativo
 Bom ambiente  Liberdade para desenvolver;positivo
 Desorganização ao crescer  Falta de incentivos para qualificação;negativo
O processo de onboarding é sem igual: muito cuidado em inserir as pessoas de uma forma leve, divertida e interativa. Aliás, todo o processo desde a entrevista foi bastante acolhedor.;positivo
Não enxerguei nenhum contraponto. Talvez falte um local único onde todos possam consultar todas as informações, que encontramse um pouco pulverizadas. Mas nada que o próprio processo de onboarding não enderece em algum momento.;negativo
Time muito engajado, muito experiente e com bastante vontade de fazer acontecer. Conhecimento e desafios técnicos elevados, que te tiram da zona de conforto;positivo
Desorganização e muitas trocas na alta gestão. Em 1 ano, 3 trocas de Tech Managers no time, e também saída de Head da área em menos de 1 ano. Com isso, afeta todo o Roadmap estratégico da Vertical;negativo
Ambiente de trabalho leve, colaborativo e dinâmico, gestão competente e qualificada, oportunidades de melhoria nos processos, exposição com C level.;positivo
empresa acabando aos poucos com a cultura de home office, mudanças constantes no direcionamento da empresa, benefícios fora do padrão de mercado.;negativo
 vida balanceada.  cultura e colegas otimos;positivo
Menos plr que os bancos, evolução de carreira nebulosa;negativo
Reconhecimento Oportunidades Carreira Cargo Benéficos;positivo
Sem home office trabalho presencial;negativo
As pessoas são maravilhosas e temos muita autonomia.;positivo
"A empresa está voltando ao presencial com uma comunicação ruim, e o valor de ""franqueza"" tem se perdido cada vez mais com a chegada do grupo.";negativo
Salário acima da média de mercado, escritório muito organizado e atualizado, modalidade de trabalho hibrido, festas em datas comemorativas;positivo
Beneficios ruins, VA e VR muito baixo, AM e AO cobram cooparticipação muito alta, desorganização nas atividades por parte da gerência, pessoas com pouca experiência em cargos estrategicos, sem plano de carreira definido;negativo
Empresa se preocupa com a qualidade de vida dos colcaboradores, tem reforço pró ativo da cultura, eventos bem legais pra nos atualizar de tudo que rola no dia a dia e tem investido na capacitação em todas as áreas. Estou aqui a mais de dois anos e me sinto muito realizado profissionalmente.;positivo
Muitas mudanças por ser uma empresa que cresce muito a todo momentos. É preciso ter paciência e ser resiliente. Ter inteligência emocional em momentos de crise ou mudanças de estratégia;negativo
Sálarios + Benefícios Horário comercial PLR Bônus;positivo
Cobrança desmedida As pessoas são incentivadas a trabalhar doentes, e até de atestado, se você falta por doença, COVID (por exemplo), sofre represalias, e até demissão.;negativo
Estrutura autonomia colaboração liberdade e apoio;positivo
Muito corrido, muitas demandas e visão estratégica muda no meio do processo;negativo
Otima cultura e grandes desafios.;positivo
Falta mais alinhamento não em relação a squad mais a empresa como um todo.;negativo
Estabilidade, aprendizado, salario, benefícios etc;positivo
Cultura, regime de trabalho 100% presencial;negativo
 Espaço para crescimento na hierarquia em função das constantes mudanças de estrutura.  Espaço pra diversidade.;positivo
 Cultura de produto muito fraca, na média é um pessoal com perfil muito mais exbancão tradicional do que scaleup. Gestão de produto que não manja de produto.  Foco muito grande nos serviços financeiros (negócio) e pouco na qualidade e processos de produto digital. Decisões tomadas com base em business case, sem evidência de validação/discovery com usuário. Gestão estimula o espírito de competição entre as diferentes áreas da empresa.  Empresa quer ser um superapp e atira pra todo lado como uma metralhadora, deixando de fazer o básico bem feito.  Até hoje não sei qual é a proposta de valor real, falta clareza na estratégia.  A J&F (Wesley e Joesley Batista) é a dona da empresa. O CEO está onde está por ser da famiglia, e não por mérito.  Tudo muda o tempo todo na estrutura. Um dia você está com uma certa liderança, e no outro acorda e está numa área totalmente diferente, com planos diferentes.  Demitem alta gestão de produto com frequência e com zero transparência sobre os problemas (apesar de franqueza ser um dos valores da empresa).  Permite trabalho remoto, contanto que seja dentro do território nacional (?????);negativo
Salário e bônus são realmente muito bons;positivo
Empresa de dono. Cultura enfiada guela abaixo. Sem consideração com a vida, opiniões e histórico das pessoas.;negativo
Salário competitivo, autonomia na tomada de decisões, ambiente versátil, tecnologias atuais.;positivo
Time de infraestrutura, alguns processos são burocráticos.;negativo
Preocupação com os funcionários, foco em bem estar, ritmo tranquilo, excelente vitrine para outras empresas do ramo, reuniões semanais entre a skill, tecnologias e arquiteturas atualizadas e muito bem definidas principalmente no frontend, os projetos são desafiadores. Tratase uma empresa muito tranquila de se trabalhar. A sede de Vix é bacana. Recentemente implementaram máquinas de café bem legais. Além disso, posso destacar uma atualização frequente nos salários e benefícios, ainda que não os melhores do mercado. Um exemplo é o cartão Caju que foi implementando recentemente.;positivo
Como é uma empresa muito famosa, você acaba pagando por isso ao simplesmente andar com o uniforme pelas ruas. Tanto pelo lado bom, quanto pelo lado ruim. Ao mesmo tempo que alguns vem te perguntar como entrar lá ou ficam interessados em saber como funciona a empresa, você também acaba sendo alvo de questionamentos sobre um mau funcionamento do serviço. O vale alimentação também poderia ser melhor. Aprox. R$600 é baixo para o que outras empresas tem oferecido. Não deveriam diferenciar salários e benefícios entre profissionais do ES/SP. Os profissionais da sede de SP tem melhor plano de saúde e salário mais alto, porém a entrega é a mesma rs. Sobre outros benefícios, não sei.;negativo
Ambiente agradável e bom lugar para aprender.;positivo
Não oferece muitas oportunidades na evolução de carreira;negativo
Bastante oportunidade de crescimento e liberdade para trabalhar;positivo
Burocrático, as pessoas não se alinham mas a gestão tem uma boa vontade de fazer as coisas acontecerem;negativo
As pessoas estão sempre dispostas a contribuir e o valor #disponibilidade é uma realidade, com isso o dia a dia fica mais leve pois existe bastante parceria.;positivo
O clima leve e o cuidado com pessoas se perdeu com a proximidade do grupo, está virando uma empresa de manda quem pode e obedece quem tem juízo, infelizmente! Comunicação bastante falha e zero apreço pelas pessoas que estão sendo obrigadas a voltar ao escritório 100% presencial e em prédio diferente do endereço de costume. Cursos e investimentos apenas para a liderança. Virou banco mesmo!;negativo
Organizada, Tranquila, aprendizado, respeito, boa;positivo
Não tem nada contra para colocar;negativo
Ótima remuneração, boa gestão, bons beneficios;positivo
Não tem home office infelizmente;negativo
Cultura, valores, inclusão, diversidade, liderança, projetos, salário, benefícios...;positivo
Até o momento não identifiquei pontos negativos.;negativo
Desenvolvimento profissional excelente Ótimo ambiente Ótimo benefícios Reconhecimento;positivo
Times grandes Comunicação com RH difícil;negativo
 Tem muita gente boa aqui, referência na área e etc…  Sempre te incentivam a ter o mind set de aprender como funciona as coisas que você usa e ter uma visão mais de engenharia e não sou de entregas “robotizadas”  Home office para área de engenharia de software e design UXUI  Dependendo da squad, demandas são bem calmas e claras, o que garante boa qualidade de vida.  Apesar da empresa ter um bom plano de carreira com um PDI que é acompanhado pelo gestor direto, muitas vezes isso não é posto em prática… A sua evolução acontece mas não é reconhecida…;positivo
 Dependendo da squad, é muito difícil subir de cargo ou ganhar um bônus, mesmo fazendo por onde, dando todos os motivos, você pode ficar estagnado no cargo e salário que entrou, por muito tempo, até a hora que você ameaça sair e eles acordam pra vida, e te oferecem uma contraproposta. Mas isso é ruim, pois deviam valorizar quem tá aqui sem que precisasse fazer isso…  Algumas coisas são muito burocráticas, por exemplo, recentemente exigiram que todos, exceto engenheira de software e design UX/UI, voltassem para o presencial todos os dias, isso não faz sentido nenhum, todos produziam bem mais em casa, mas sem mais nem menos, exigiram isso…  Empresa em SP fica longe de tudo, quem teve que voltar presencial, vai ter a qualidade de vida e tempo muito diminuídos infelizmente  Alguns gestorxs de squad são bem distantes dos liderados, fazendo com que sua carreira possa ficar de lado, e dificultar ainda mais uma promoção ou bônus.;negativo
Salário conforme mercado e bom para aprendizado.;positivo
Existe uma cultura no setor do qual para ser promovido é necessário bajular lideres e gerente. Os que trabalham de forma inteligente não prosperam no setor. Certas lideres apenas dão atenção e privilegiam aqueles que puxam o seu saco. Criticas não são aceitas.;negativo
Cultura Comunidade Benefício flex Horário flexível;positivo
Muito tempo ocioso esperando novos projetos. Alto rotatividade de pessoas o que dificulta uma avaliação constante.;negativo
Prazos razoaveis para entregas, espirito de equipe, transferencia fluida de conhecimentos tecnicos por parte dos pares com maior senioridade;positivo
sem comentários, ainda nao possuo insumos sulficientes;negativo
Projetos desafiadores e de alta complexidade;positivo
Alta rotatividade de pessoas nos projetos e pouca base de conhecimento dentre estes projetos;negativo
Plano de carreira bem estruturado;positivo
Trabalho nos finais de semana, dificuldade para trocas de horários.;negativo
Clima de inclusão e respeito;positivo
Um pouco imaturo as vezes;negativo
a empresa é muito engajadora, com um ambiente ótimo para desenvolverse.;positivo
Não há nada para inserir;negativo
Salário, benefício, plano de saúde.;positivo
Não achei contras que são consideráveis;negativo
Clima muito afetuoso e com sentimento de todos empenhados para crescimento da empresa. Simples bem feito.;positivo
Poucos benefícios, apenas 1 dependente como beneficiário de Plano de Saúde ( cadê o apoio às mães?) e sem previdência privada.;negativo
O salário não é dos piores;positivo
É um lugar extremamente desfavorável para se trabalhar. Os funcionários são submetidos a condições de trabalho ruins, incluindo longas horas, falta de apoio e recursos, em um ambiente estressante e pouco saudável. Além disso, a gestão é ineficiente e desorganizada, o que leva a uma falta de clareza e direção. Existem bem poucas oportunidades de crescimento ou desenvolvimento profissional. Se você está procurando um lugar de trabalho saudável e gratificante, este definitivamente não é o lugar certo.;negativo
Benefícios bons, ambientes agradável de se trabalhar.;positivo
RH, não tem estrutura nenhuma faz muitas coisas erradas, liderança péssima não sabe ligar com funcionários, uma grande pressão psicológica para você pedir as contas.;negativo
 Bons salários  Bons benefícios  Full Home Office  Muita oportunidade de aprendizado  Muito espaço para crescer  Empresa transparente sobre seus planos para o futuro;positivo
Não vejo contras no momento;negativo
Muito boa para se trabalhar;positivo
Desorganização, falta de processos definidos.;negativo
Pessoas são sempre abertas e disponíveis a ensinar e ajudar uns aos outros. Salário e benefícios compatíveis com o mercado, mas os vales poderiam ser mais altos devido aos preços da região de São Paulo.;positivo
Escritório de São Paulo fica num local meio isolado que dificulta a locomoção, mas nada muito gritante. Processos e organograma ainda precisam de definição mais clara, empresa cresceu numa proporção muito grande em pouco tempo então chega a ser natural.;negativo
A empresa tem salario compatível com o mercado e bons benefícios.;positivo
Falta um pouco de organização nos processos internos.;negativo
Pessoas incríveis e capacitadas, ambiente empolgante;positivo
Gestão sem um norte, decisões arbitrárias e não baseadas em dados;negativo
Ambiente descontraído Bons benefícios plano de saúde ótimo home office;positivo
precisa melhorar o vale alimentação o salário está um pouco abaixo da média de empresas no ramo financeiro;negativo
Ótimo lugar pra se desenvolver;positivo
Baixa expectativa de crescimento, processo de PDI meio que não serve pra muita coisa.;negativo
Benefícios Cultura Flexibilidade Horários Transparência;positivo
Trabalho presencial deixa a desejar em relação à qualidade de vida;negativo
Ótima empresa para evoluir profissionalmente.;positivo
Não tem contras para informar.;negativo
Ambiente, estrutura Tech, abertura pra inovação e crescimento.;positivo
Cultura forte entre funcionários de menor cargo, liderança não liga ou quebra a cultura. Salário abaixo do mercado.;negativo
Ambiente disruptivo, pode trabalhar a vontade;positivo
Não existe processos padronizados, ao mesmo tempo que te da autonomia isso te deixa sem saber o que fazer as vezes;negativo
Cultura ativa no dia a dia. Sem diferença de tratamento entre as hierarquias e possui um ambiente muito descontraído;positivo
Nao reconhece pessoas de dentro da empresa, preferindo contratar pessoas de fora.;negativo
Clima saudável e muitos desafios;positivo
A complexidade da criação de novas soluções.;negativo
Ótimo local para trabalhar. Ótimos benefícios.;positivo
Não possui nenhum motivo contra.;negativo
Remuneração, benefícios, plano de carreira;positivo
Empresa em expansão, processos ainda estão em definição;negativo
Infelizmente não tem porque prometem e não cumprem;positivo
Falta de honestidade, falsas promessas;negativo
Salário compatível com o mercado, benefícios, escritório;positivo
Rotatividade, VA e VR baixo;negativo
Excelente cultura, boa remuneração e flexibilidade.;positivo
Ainda possui alguns processos a serem melhorados, mas isso também acaba tornando a empresa um local de oportunidades.;negativo
Há espaço para migrar de área, bem como espaço para desenvolver suas habilidades;positivo
A forma de avaliação de desempenho ainda é faltosa e imprecisa, muitos bons profissionais sendo perdidos e muitos profissionais que precisam de uma liderança forte para se desenvolver.;negativo
muita liberdade iteração entre os colegas espaço pra se desenvolver;positivo
a velocidade das inovações é lenta pouca diversidade nos times;negativo
Pertencer ao grupo J&F. Possibilidade de trabalho híbrido e disponibilidade das pessoas.;positivo
Alta rotatividade de funcionários Alta rotatividade de negócios Alta rotatividade de lideranças;negativo
benefícios e pessoas que são contribuidoras individuais em sua maioria são pessoas incríveis;positivo
Liderança de Produtos, Design, Marketing e de Negócios  um monte de homem que criou uma panelinha de proteção e puxasaquismo. Nas rodadas de reconhecimento só eles (e as pessoas que fazem parte da panela como esposas, namoradas e pessoas protegidas/indicadas deles) sobem e são reconhecidos/promovidos/recebem aumento, mesmo sendo lideranças péssimas e que adoecem seus liderados. São lideranças distantes que não orientam, não advogam e nem protegem seus liderados de topdowns e abusos. Apenas fazem tudo o que os donos da empresa querem, mesmo que isso seja contra todos os valores da empresa (que estão ali só de enfeite). Pessoas tendo burnout, insatisfeitas, com um turnover altíssimo e eles nem aí. Liderança feminina, mulheres pretas, mães, todas esgotadas e sendo mandadas embora, uma por uma. Péssimo lugar para se trabalhar, passem longe dessa empresa.;negativo
Ambiente positivo, desafiador com uma missão inspiradora e bastante agressividade na entrega de novos produtos e serviços aos clientes;positivo
Mudanças estruturais importantes e recorrentes nos deixam perdidos e sem clareza daquilo que devemos buscar. Essas mudanças levaram ao desligamento de pessoas muito boas enquanto no poder temos pessoas com pouco contexto.;negativo
Boas pessoas de outras áreas na empresa.;positivo
"Time de RH totalmente alienado do que acontece na empresa, não são próximos, e pouco se preocupam com o bem estar dos funcionários... ou estão neste modo ou são direcionados a ser assim, o que seria bem pior. Isto parece ser reflexo da alta liderança, que quer ter lucro a qualquer jeito, só que sem pessoas engajadas e que se sintam confortáveis em trabalhar nesta empresa nada disto é possível O novo CEO ainda usou palavrões na reunião para ""pedir"" ao funcionários utilizarem os serviços da empresa... uma coisa é vestir a camisa a outra é usar este tom de obrigação. Estão perdendo a mão no que diz respeito as pessoas, o que adianta falar que não quer fazer ""layoffs"" e tratar pessoas assim.";negativo
Acolhimento, aprendizado, autonomia com responsabilidade e oportunidade de trabalhar com diversos produtos.;positivo
Falta preocupação em adequar benefícios com nossa realidade e retorno ao presencial sem abertura para conversas, minha contratação foi no modelo híbrido e atualmente temos que cumprir escala de 4 dias presenciais, sendo que fico mais de 4 horas por somente no trajeto.;negativo
É bom lugar para se trabalhar, com ótima cultura.;positivo
até o momento nenhum contra.;negativo
O picpay é uma empresa maravilhosa quando se trata de bem estar e ambiente de trabalho. O trabalho em equipe é incentivado e não há barreiras tecnológicas. Durante o processo seletivo fica bem claro o perfil que eles buscam, com pilares como franqueza e atitude de dono. Possuí um ambiente que te deixa confortável, e muitas vezes são flexíveis quanto a horários e a fazeres.;positivo
Como possui uma estrutura já consolidado de cargos e senioridade, há poucas oportunidades de crescimento financeiro. Cargos mais estratégicos são reservados, o que impacta na permanência de membros importantes tecnicamente que tem mais tempo de casa, por isso a alta rotatividade. O salário não e competitivo com o mercado e a bonificação é flat.;negativo
Eu amo trabalhar pra picpay, meu time é ótimo, salário compatível e ambiente muito bom;positivo
Algumas coisas ainda estão sendo estruturadas;negativo
Trabalho 100% remoto Pessoas e times muito bacanas Projetos desafiadores;positivo
O valealimentação pode ser um valor bem baixo em cidades grandes, como São Paulo, por exemplo;negativo
Bom ambiente de trabalho Beneficios dentro do padrão;positivo
Inflexibilidade para tirar férias Faz uso de banco de horas;negativo
 Oferece um bom pacote de benefícios.  Convênio muito bom.  Home Office.  Ainda não tenho muito tempo de experiência para poder avaliar com mais detalhes, mas até agora a empresa aparenta ter um bom clima, e os processos não possuem muita burocracia.;positivo
A PLR poderia ser maior, atualmente no meu cargo é apenas 1 salário.;negativo
Acolhedor, compreensivo, bem remunerado, ótimos beneficios;positivo
Alguma áreas exigem ia presencial, falta de definição dos objetivos da empresa, área cinzenta entre PicPay e outras empresas da Holding;negativo
Várias tecnologias, empresa aberta a novas abordagens de desenvolvimento. Bons benefícios, sempre pagam em dia.;positivo
Gestão muito topdown, processo de trabalho muito engessado. Empresa orientada a impedimentos, tudo precisa envolver um batalhão de pessoas. Péssima comunicação entre os times, má gestão, processo de crescimento do profissional só funciona para alguns. Muito cacique pra pouco índio. OKRs irreais.;negativo
Clima muito agradável, cultura diferenciada, bem organizada, acolhedora, bons benefícios, os gestores são bem próximos do time, as metas do time e da empresa são bem compartilhadas e detalhadas, reunião sempre.;positivo
No momento nenhum contra sobre esta empresa.;negativo
cultura remuneração e benefícios colaboração contrato remoto;positivo
baixa diversidade oportunidade de crescimento layoffs;negativo
Excelente cultura, falam muito sobre diversidade e inclusão, trazem muita gente boa para palestrar e reforçam sempre sobre a cultura do respeito, disponibilidade, além de sempre reforçar tb todos os valores.;positivo
Qualquer empresa que cresce rápido em pouco tempo, tende a crescer um pouco desordenado, e contratando algumas pessoas de empresas quadradas, ou tradicionais, nos quais não estão acostumado com respeito, humildade e acabam destoando muito dos valores.;negativo
Cultura progressista voltada pra flexibilidade, autonomia e inclusão. Benefícios são muito bons. Usam tecnologia de ponta e há liberdade de budget para experimentação de ferramentas. Pessoas maravilhosas pra trabalhar em conjunto.;positivo
Visão de empresa megalomaníaca e irreal pro momento. Lideranças desconectadas com os times. Estruturas não ajudam a promover a comunicação na gestão de projetos. Muito top down desnecessário. Líderes fracos em termos de gestão. Salário um pouco abaixo das grandes techs (Ifood, Nubank, Mercado Livre, etc);negativo
 Modelo de negócio promissor  Escritórios confortáveis  Ótimos benefícios  Ótima faixa salarial;positivo
 Alta liderança desalinhada com o restante da empresa  Falta de direcionamento estratégico  A cultura se perdeu e não parecia ter um plano de ação para melhoria do ambiente de trabalho (que por muitas vezes infelizmente ficou tóxico)  Pessoas com mais tempo de empresa sem plano de crescimento mesmo com muitas vagas abertas;negativo
Ambiente descontraído, autonomia e profissionais/pessoas maravilhosas;positivo
"Trabalho presencial, superiores acham que valorização e reconhecimento de trabalho se paga com ""biscoito"". Salário incompatível com o mercado. Empresa perdeu completamente o interesse no fator humano e está interessado somente em quanto podem sugar o funcionário enquanto cortam o máximo que podem.";negativo
Empresa jovem e descontraída tinha várias políticas diferentes;positivo
Mudou tudo e agora os gestores pensam de forma muito retrograda;negativo
Simplesmente excepcional, a melhor empresa que já trabalhei.;positivo
Nada contra a empresa, amo trabalhar aqui.;negativo
Oportunidade de crescimento e de aprendizado. De compartilhar o conhecimento e de fazer a diferença.;positivo
Plano de carreira para os Staffs ainda não é muito bem definido.;negativo
Benefícios de mercado e salário competitivo;positivo
O PicPay perdeu a sua essência com o aculturamento da J&F (Holding que comprou o PP) que vem sendo realizado aos poucos pelo board e alta gestão. A empresa não mais acredita e apoia a diversidade, esta se tornando cada dia mais hierarquizada, zero flexibilidade, falta de coerência e transparência da gestão, processos cheio de lacunas, nepotismo e favoritismo para contratações e reconhecimento.;negativo
Salario acima do mercado, participação nos lucros;positivo
Vale refeição sem reajuste a um bom tempo;negativo
Benefícios (VA/VR/CONVENIO MEDICO), SALARIO. cafezinho;positivo
Ambiente ruim, cobranças desnecessárias, localização do escritório é péssima;negativo
No geral o time de tech é muito bem estruturado e interativos entre si;positivo
Alta rotatividade de funcionários Em constante mudanças;negativo
A empresa tem uma cultura muito sólida e as pessoas valorizam uns aos outros, o que torna o ambiente de trabalho muito agradável.;positivo
Muitas reuniões, mas é compreensível pois a empresa possui mais de 3 mil colaboradores, então para deixar todo mundo alinhado entre areas se faz necessário reuniões.;negativo
Excelente ambiente de trabalho Remuneração dentro da média Plano de saúde excelente Remuneração Variável boa(Coordenadores e Especialistas para cima);positivo
Benefícios (VA, VR e Mobilidade) muito abaixo do mercado e da região que a empresa está inserida. Comunicação Interna muito falha Tratamento diferenciado entre os time de TI e o restante da empresa Fim do Home Office Nova liderança (Diretores e CEO) desalinhada com os valores da empresa.;negativo
Ambiente amistoso, de forma geral todos os colegas de trabalho se ajudam como um time. Um celeiro de oportunidades para quem quer trabalhar com Dados e tecnologia de ponta! Empresa inclusiva, horários flexíveis e oportunidade de aprendizagem com capacitações internas e parcerias. Valores da empresa são vistos na prática. Plano de Carreira (Plano de Desenvolvimento Individual) com possibilidades claras de promoções e recompensas. Salário um pouco acima do praticado na média de mercado brasileiro e excelentes benefícios.;positivo
Algumas dificuldades como toda empresa que veio de uma startup Fintech, onde os processos mudam constante e não ficam bem definidos impactando em algumas ações de outros times.;negativo
Bons benefícios. Cultura (sede de VitóriaES) é ponto positivo, se destaca perante o marasmo de SP.;positivo
Falta aplicar reajuste salarial em alguns setores, ficou defasado em comparação a concorrência forte.;negativo
Benefícios, salário, liberdade e alto conhecimento.;positivo
Não tenho nada contra a empresa.;negativo
Salário e benefícios são muito bons, esquipes e processos bem estruturados;positivo
visibilidade, transparência e tomada de decisões;negativo
A possibilidade de aprender é sensacional, a forma de transformar o meio de pagamento de forma leve e única é incrível.;positivo
Gestão um tanto quanto confusa. Mudanças bruscas de gestão. Plano de carreira sem definição.;negativo
PicPay tem uma cultura muito agradável, benefícios dentro do mercado, PLR para coordenação de 3 a 4 salários. Mas sinto falta de mais dias de home office.;positivo
Dias de home office na empresa;negativo
Muita autonomia, sempre se é escutado;positivo
muita desorganização estrutural e mudanças constantes.;negativo
Salário e benefícios compatíveis com mercado atual;positivo
Mudanças de gestão repentinas que impactam na forma de trabalho;negativo
 Permite trabalho remoto  Alguns gerentes são muito legais  Alguns times são mais legais que o trabalho em si;positivo
 Cultura não é o forte de lá, a empresa cresceu e deixou muitas pendências.  Gerentes por vezes não fazem ideia de como ajudar quem lidera  Muitos gerentes enviesam decisões de projeto e tratam times técnicos como fábrica de software  Perdeu muitos talentos por não saber aproveitálos e continua perdendo por deixar muitos débitos técnicos existirem  Diretores se preocupam com métricas de vaidade e resultados de curto prazo  Não tratam funcionários igualmente e possuem gestores que pisam em cima de pessoas pra chegar onde querem  Pagam salários diferentes pra pessoas do mesmo cargo sendo que não levam em conta a experiência e tempo de casa de cada um  Algumas áreas não se comunicam direito e acabam por ter visão estratégica deficitária.  Vivem trocando gestão e perfis de profissionais não ficam muito tempo na empresa por falta de planos de carreira pra diversos cargos  Me dispensaram sem permitir me despedir do meu time, cancelaram meu plano de saúde dias antes sem dizer nada;negativo
 Hone Office  Salário na média do mercado  Feedbacks contantes  Equipes com nível de conhecimento muito elevado  Bons benefícios  Equipamento de trabalho;positivo
 Microgerenciamento.  Excesso de reuniões.  Tech Manager despreparado.  Muitos débitos técnicos.  Desorganização total na empresa como um todo, assim como em algumas squads.  Se você vier como Sênior, recomendo ter uma boa experiência prévia como Tech Lead ou que já seja no mínimo um especialista, pois vão te cobrar muito para tal.  Falta de métricas e objetivos.  A atitude de dono mais parece que cada squad faz as coisas de qualquer jeito, não existe uma arquitetura padrão para os projetos, cada um faz de um jeito.  Dependendo da squad há muita desorganização na distribuição das tarefas, você não sabe se atua na tarefa ou se resolve incidentes. Isso faz com que você possa ficar muito sobrecarregado e sofra um Burnout.  Falha na distribuição de conhecimento, muitas das vezes apenas uma pessoa domina as regras de negócio e ficamos sempre refém delas.  Empresa instável, é comum acontecer demissões do nada.  Mudanças drásticas a todo momento, tanto em tecnologias quanto de processos e até mesmo de tribo.  Feedbacks as vezes são sem sentido. Eles reclamam com você só pelo fato de não ligar a câmera nas reuniões. Reclamam também quando você não responde as mensagens do TM em 5 minutos. Isso já faz com que você tenha um feedback negativo e ligar o sinal de alerta.  A rotatividade de desenvolvedores é muito grande, pois muitas das vezes não valorizam quem está dentro e acabam perdendo muitos profissionais excelentes.;negativo
Paga bem e possui um plano de incentivo de longo prazo.;positivo
Sem processos integrados, metas compartilhadas e funciona com escallation.;negativo
 Salário competitivo  Você irá trabalhar com tecnologias atuais e irá aprender bem  VR flash, gym pass, etc, pacote padrão de empresas tech  Dependendo do time que você cair você irá trabalhar com pessoas competentes e descontraidas;positivo
 Não existe uma cultura de ajuda entre as squads, se sua squad depende de outra para fazer algo, muito provavelmente isso não será feito a não ser que você faça por si próprio  Pouca transparência nas reuniões de metas e okrs, além de parecerem serem ensaiadas demais e nada natural  Plano de saúde Bradesco mais fraco que tem e com coparticipação  Muita politicagem na área de TI, a qualquer momento um cto (tem vários) de outra área pode entrar no meio do seu projeto e basicamente forçar ele a mudar caso o mesmo vá dar trabalho que ele não quer pra área dele;negativo
Bom salário, ambiente e pessoas.;positivo
Organização e plano de carreira poderiam ser melhores;negativo
Liberdade, cultura, ações das skills;positivo
Remuneração, benefícios, oportunidades na carreira;negativo
"Comparada a outras empresas grandes, ainda mantémse uma cultura boa de colaboração (na maioria dos casos), e os desafios são grandes: há oportunidade de desenvolver grandes coisas e se destacar por isso. Por ser uma empresa grande, a experiência varia muito, mas para mim consigo manter o equilíbrio de vida pessoal e trabalho tranquilamente. É bem raro acontecerem situações estressantes. Mesmo sendo ""peixe pequeno"" acredito que há espaço de causar impacto e sentimos que somos ouvidos. Eu recomendo a empresa para pessoas que estão vindo de outras financeiras ou empresas grandes, bancos, ou empresas mais tradicionais. Para estes vai ser uma cultura muito diferente e positiva, com oportunidades de fazer a diferença e crescimento.";positivo
"O PicPay caracterizase por ser uma empresa de filosofia antiga com capa de nova: não tem mais salários competitivos com o mercado de tecnologia, e as pessoas são majoritariamente contratadas de outras empresas de grande porte, em vez de empresas de tecnologia. Há muita decisão top down, e as pessoas mais executam a visão da empresa, dificilmente a constroem colaborativamente. Há movimentos de burocratização interna acontecendo que incomodam muito e dificultam as entregas sem benefícios resultantes. Não indico para pessoas vindo de outras empresas de tecnologia que possuem grande maturidade de produto e negócio, pois o PicPay parece estar fugindo deste modelo de gestão em detrimento de uma estrutura mais ""bancarizada"".";negativo
Espaço físico incrível, disponibilidade de frutas e biscoito para os funcionários, dia de lanche especial para os funcionários;positivo
Obrigatoriedade fim do Home office. Declinio do modelo híbrido.;negativo
Plano de carreira facilmente desenvolvido;positivo
regime de trabalho presencial quase completamente;negativo
 Crescimento  Oportunidades  Dinamismo  Aprendizado  Salario;positivo
 Mudanças constantes  Baixa governança de processos  Estruturas não definidas  Procesoss não definidos;negativo
Bom salário, bons benefícios, pagamento sempre em dia;positivo
